exercise_name,variation_name,difficulty_level,target_muscle_group,prime_mover_muscle,secondary_muscle,tertiary_muscle,primary_equipment,num_primary_items,secondary_equipment,num_secondary_items,posture,single_or_double_arm,continuous_or_alternating_arms,grip,load_position_ending,continuous_or_alternating_legs,foot_elevation,combination_exercises,movement_pattern_1,movement_pattern_2,movement_pattern_3,plane_of_motion_1,plane_of_motion_2,plane_of_motion_3,body_region,force_type,mechanics,laterality,primary_exercise_classification,time_or_reps,num_sets,time_per_set,rest_time,total_time_seconds,num_reps_per_set,URL
Single Arm Clubbell Order Contralateral Bulgarian Split Squat,4 sets of 8 reps with 90 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,rep,4.0,32.0,90.0,398.0,8.0,https://youtu.be/FCsM9fm0xPY?si=8FFkfLmFOgxlcsFY
Single Arm Clubbell Order Contralateral Bulgarian Split Squat,3 sets of 15 reps with 60 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,rep,3.0,60.0,60.0,300.0,15.0,https://youtu.be/FCsM9fm0xPY?si=8FFkfLmFOgxlcsFY
Single Arm Clubbell Order Contralateral Bulgarian Split Squat,5 sets of 10 reps with 45 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,rep,5.0,45.0,45.0,405.0,10.0,https://youtu.be/FCsM9fm0xPY?si=8FFkfLmFOgxlcsFY
Single Arm Clubbell Order Contralateral Bulgarian Split Squat,3 sets of 45 seconds work with 60 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,time,3.0,45.0,60.0,255.0,,https://youtu.be/FCsM9fm0xPY?si=8FFkfLmFOgxlcsFY
Single Arm Clubbell Order Contralateral Bulgarian Split Squat,4 sets of 30 seconds work with 30 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,time,4.0,30.0,30.0,210.0,,https://youtu.be/FCsM9fm0xPY?si=8FFkfLmFOgxlcsFY
Alternating Single Arm Macebell 10 to 2,4 sets of 8 reps with 90 seconds rest,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,4.0,28.0,90.0,382.0,8.0,https://youtu.be/eYAnYQw8yJI?si=afXpUxsTWnNFG7NW
Alternating Single Arm Macebell 10 to 2,5 sets of 5 reps with 120 seconds rest,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,5.0,17.5,120.0,568.0,5.0,https://youtu.be/eYAnYQw8yJI?si=afXpUxsTWnNFG7NW
Alternating Single Arm Macebell 10 to 2,3 sets of 12 reps with 60 seconds rest,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,3.0,42.0,60.0,246.0,12.0,https://youtu.be/eYAnYQw8yJI?si=afXpUxsTWnNFG7NW
Alternating Single Arm Macebell 10 to 2,4 sets of 30 seconds with 90 seconds rest,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,time,4.0,30.0,90.0,390.0,,https://youtu.be/eYAnYQw8yJI?si=afXpUxsTWnNFG7NW
Alternating Single Arm Macebell 10 to 2,5 sets of 20 seconds with 60 seconds rest,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,time,5.0,20.0,60.0,340.0,,https://youtu.be/eYAnYQw8yJI?si=afXpUxsTWnNFG7NW
Double Kettlebell Bottoms Up Tall Kneeling Seesaw Overhead Press,"3 sets, 24 reps , 60 sec rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,96.0,60.0,468.0,24.0,
Double Kettlebell Bottoms Up Tall Kneeling Seesaw Overhead Press,"4 sets, 16 reps , 90 sec rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,64.0,90.0,620.0,16.0,
Double Kettlebell Bottoms Up Tall Kneeling Seesaw Overhead Press,"5 sets, 12 reps , 120 sec rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,48.0,120.0,840.0,12.0,
Double Kettlebell Bottoms Up Tall Kneeling Seesaw Overhead Press,"3 sets, 45 sec work, 60 sec rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,3.0,45.0,60.0,315.0,,
Clubbell Inside Pendulum to Inside Pullover,"4 sets of 8 reps, 60s rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,rep,4.0,32.0,60.0,308.0,8.0,
Clubbell Inside Pendulum to Inside Pullover,"3 sets of 12 reps, 30s rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,rep,3.0,48.0,30.0,204.0,12.0,
Clubbell Inside Pendulum to Inside Pullover,"4 sets of 40 seconds, 45s rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,time,4.0,40.0,45.0,340.0,,
Clubbell Inside Pendulum to Inside Pullover,"3 sets of 60 seconds, 60s rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,time,3.0,60.0,60.0,360.0,,
Clubbell Order Squat,3 sets of 8 reps with 60 seconds rest,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,3.0,24.0,60.0,192.0,8.0,
Clubbell Order Squat,3 sets of 12 reps with 60 seconds rest,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,3.0,36.0,60.0,228.0,12.0,
Clubbell Order Squat,4 sets of 10 reps with 90 seconds rest,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,4.0,30.0,90.0,390.0,10.0,
Clubbell Order Squat,5 sets of 8 reps with 90 seconds rest,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,5.0,24.0,90.0,480.0,8.0,
Clubbell Order Squat,4 sets of 12 reps with 60 seconds rest,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,4.0,36.0,60.0,324.0,12.0,
Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,4 sets of 8 reps with 90 sec rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,rep,4.0,28.0,90.0,472.0,8.0,https://youtu.be/hj6VJzYrkY0?si=fsHR5hg8cUmEtRGK
Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,5 sets of 5 reps with 180 sec rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,rep,5.0,17.5,180.0,988.0,5.0,https://youtu.be/hj6VJzYrkY0?si=fsHR5hg8cUmEtRGK
Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,3 sets of 12 reps with 60 sec rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,rep,3.0,42.0,60.0,246.0,12.0,https://youtu.be/hj6VJzYrkY0?si=fsHR5hg8cUmEtRGK
Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,3 sets of 15 reps with 45 sec rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,rep,3.0,52.5,45.0,248.0,15.0,https://youtu.be/hj6VJzYrkY0?si=fsHR5hg8cUmEtRGK
Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,4 sets of 40 sec work with 60 sec rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,1,Bench (Flat),1,Single Leg Supported,Single Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,time,4.0,40.0,60.0,340.0,,https://youtu.be/hj6VJzYrkY0?si=fsHR5hg8cUmEtRGK
Single Arm Clubbell Order Squat,3 sets of 8 reps with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Unsorted*,rep,3.0,32.0,90.0,366.0,8.0,
Single Arm Clubbell Order Squat,4 sets of 12 reps with 45 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Unsorted*,rep,4.0,42.0,45.0,348.0,12.0,
Single Arm Clubbell Order Squat,3 sets of 30 seconds with 60 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Unsorted*,time,3.0,30.0,60.0,270.0,,
Single Arm Clubbell Order Squat,4 sets of 10 reps with 60 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Unsorted*,rep,4.0,40.0,60.0,400.0,10.0,
Single Arm Clubbell Order Squat,3 sets of 45 seconds with 45 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Unsorted*,time,3.0,45.0,45.0,270.0,,
Double Clubbell Order Squat,3 sets of 8 reps with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,2,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,3.0,24.0,90.0,342.0,8.0,
Double Clubbell Order Squat,4 sets of 12 reps with 60 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,2,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,4.0,36.0,60.0,384.0,12.0,
Double Clubbell Order Squat,5 sets of 5 reps with 120 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,2,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,rep,5.0,15.0,120.0,555.0,5.0,
Double Clubbell Order Squat,5 sets for 30 seconds each with 30 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,2,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,time,5.0,30.0,30.0,270.0,,
Double Clubbell Order Squat,3 sets for 1 minute each with 45 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,2,,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,time,3.0,60.0,45.0,270.0,,
Clubbell Alternating Inside Pendulum to Inside Pullover,"4 sets of 30 sec work, 30 sec rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,time,4.0,30.0,30.0,240.0,,
Clubbell Alternating Inside Pendulum to Inside Pullover,"3 sets of 45 sec work, 45 sec rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,time,3.0,45.0,45.0,270.0,,
Clubbell Alternating Inside Pendulum to Inside Pullover,"3 sets of 60 sec work, 60 sec rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,time,3.0,60.0,60.0,360.0,,
Clubbell Alternating Inside Pendulum to Inside Pullover,"5 sets of 40 sec work, 20 sec rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,time,5.0,40.0,20.0,300.0,,
Clubbell Alternating Inside Pendulum to Inside Pullover,"2 sets of 90 sec work, 90 sec rest",Intermediate,Back,Latissimus Dorsi,Posterior Deltoids,Obliques,Clubbell,1,,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,time,2.0,90.0,90.0,360.0,,
Single Arm Kettlebell Bottoms Up Arm Bar,3 sets of 6 reps with 60 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,rep,3.0,60.0,60.0,300.0,6.0,https://youtu.be/Ya0DCt11wGI?si=dkBvQls6KHvRIS6y
Single Arm Kettlebell Bottoms Up Arm Bar,4 sets of 5 reps with 45 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,rep,4.0,50.0,45.0,335.0,5.0,https://youtu.be/Ya0DCt11wGI?si=dkBvQls6KHvRIS6y
Single Arm Kettlebell Bottoms Up Arm Bar,5 sets of 4 reps with 75 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,rep,5.0,40.0,75.0,500.0,4.0,https://youtu.be/Ya0DCt11wGI?si=dkBvQls6KHvRIS6y
Single Arm Kettlebell Bottoms Up Arm Bar,3 sets of 10 reps with 90 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,rep,3.0,90.0,90.0,450.0,10.0,https://youtu.be/Ya0DCt11wGI?si=dkBvQls6KHvRIS6y
Single Arm Kettlebell Bottoms Up Arm Bar Rotation,3 sets of 6 reps with 60 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,rep,3.0,30.0,60.0,210.0,6.0,https://youtu.be/dlqDSzgxNwM?si=_l4eia6JX0ovy0ss
Single Arm Kettlebell Bottoms Up Arm Bar Rotation,4 sets of 8 reps with 75 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,rep,4.0,40.0,75.0,385.0,8.0,https://youtu.be/dlqDSzgxNwM?si=_l4eia6JX0ovy0ss
Single Arm Kettlebell Bottoms Up Arm Bar Rotation,3 sets of 45 seconds with 60 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,time,3.0,45.0,60.0,255.0,,https://youtu.be/dlqDSzgxNwM?si=_l4eia6JX0ovy0ss
Single Arm Kettlebell Bottoms Up Arm Bar Rotation,4 sets of 60 seconds with 90 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,time,4.0,60.0,90.0,510.0,,https://youtu.be/dlqDSzgxNwM?si=_l4eia6JX0ovy0ss
Single Arm Kettlebell Bottoms Up Arm Bar Rotation,5 sets of 10 reps with 45 seconds rest,Intermediate,Shoulders,Infraspinatus,Subscapularis,Obliques,Kettlebell,1,,0,Supine,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Other,Compound,Unilateral,Mobility,rep,5.0,50.0,45.0,430.0,10.0,https://youtu.be/dlqDSzgxNwM?si=_l4eia6JX0ovy0ss
Double Kettlebell Push Up,3 sets of 8 reps with 90 seconds rest,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,2,,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics,rep,3.0,32.0,90.0,276.0,8.0,https://youtu.be/KaBuOQuKz9k?si=bd3bRFMCPMLx_0e1
Double Kettlebell Push Up,4 sets of 12 reps with 60 seconds rest,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,2,,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics,rep,4.0,48.0,60.0,372.0,12.0,https://youtu.be/KaBuOQuKz9k?si=bd3bRFMCPMLx_0e1
Double Kettlebell Push Up,5 sets of 5 reps with 120 seconds rest,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,2,,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics,rep,5.0,20.0,120.0,580.0,5.0,https://youtu.be/KaBuOQuKz9k?si=bd3bRFMCPMLx_0e1
Double Kettlebell Push Up,3 sets of 15 reps with 45 seconds rest,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,2,,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics,rep,3.0,60.0,45.0,270.0,15.0,https://youtu.be/KaBuOQuKz9k?si=bd3bRFMCPMLx_0e1
Double Kettlebell Push Up,4 sets of 40 seconds work with 60 seconds rest,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,2,,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics,time,4.0,40.0,60.0,340.0,,https://youtu.be/KaBuOQuKz9k?si=bd3bRFMCPMLx_0e1
